"u","area_q025","area_q50","area_q975","area_MAP","time"
"rough",464.610288819152,570.026069731324,676.87542898597,530.276987030535,2015
"urban",130.086619050676,211.939721052863,300.76984364486,187.316567703963,2015
"woods",135.84635477765,208.785530559085,292.723153504683,178.873943443397,2015
"crops",401.936962539246,497.808179608798,606.712845672562,487.86122022127,2016
"grass",748.753940690367,866.855976519682,967.554220204382,899.966600187571,2016
"other",79.8874329105655,137.154794159613,215.273150046815,101.345470479082,2016
"rough",649.49538280246,748.749942027066,856.417832818652,746.907622388379,2016
"urban",91.4596148280324,168.587282775334,253.816895411078,123.878462992229,2016
"woods",91.1847836961447,168.028127992014,245.698397682902,114.579003388708,2016
"crops",323.910141499009,411.209954734706,500.662237935356,399.412336322138,2017
"grass",577.467263791607,685.684005652604,778.476218706051,676.697312954006,2017
"other",82.4621732064677,165.360539248697,240.969879636483,124.292926086685,2017
"rough",457.7206670541,566.352871961983,673.632643520134,538.551311517434,2017
"urban",87.2752323073532,177.788103145615,269.781293883262,196.663306457645,2017
"woods",119.391079686771,187.763161089219,266.586360441688,170.928750529707,2017
"crops",182.296936285769,262.686537201623,357.000790232589,260.084224178745,2018
"grass",571.320687788896,667.669257005946,770.005874407129,618.851937199876,2018
"other",69.8186825007992,146.583972420283,223.538094690544,142.388230160461,2018
"rough",487.786776360251,589.397275672892,699.754196275089,570.883430375471,2018
"urban",104.830301169133,173.522209164915,245.82447462291,133.818117106706,2018
"woods",108.867657526938,188.013786978469,267.463030225102,125.346339458635,2018
"crops",203.225710042312,282.788731386627,372.935269477839,264.293546917908,2019
"grass",543.86876573981,639.021263695993,734.261539466874,619.880119999355,2019
"other",59.3162799440619,121.100723174001,204.364174907927,60.6599342295506,2019
"rough",563.37610545628,665.376428219788,773.599272562236,624.816917104164,2019
"urban",76.9793673295907,144.821843525923,220.553520805896,76.6085560881642,2019
"woods",97.5051522575924,160.462581147192,228.308570293348,142.57896876309,2019
"crops",204.537458693949,292.032416179888,379.968965460035,250.008306549287,2020
"grass",545.295975733415,640.996361676226,729.361991672781,667.992434789002,2020
"other",56.127389893644,117.822710111598,193.537128369095,70.1689819826011,2020
"rough",569.382357843203,666.170278985914,781.828924378403,623.601952373212,2020
"urban",74.0640735137235,146.240727238828,220.114977565363,99.7516903555197,2020
"woods",83.8101630917727,153.629850807491,238.684168334602,113.143833604342,2020
