"u","area_q025","area_q50","area_q975","area_MAP","time"
"rough",-234.903050897106,-127.473900243526,-23.5967875115511,-130.754719530349,1982
"urban",-22.9743371916384,99.5805741501114,214.571516645001,65.888685618874,1982
"woods",208.952026297905,301.801835724155,397.130794278446,295.246746045229,1982
"crops",-242.662977421699,-114.76321240021,10.8334942603099,-161.046392815605,1983
"grass",-209.080145219408,-77.6645893106543,53.3903540597006,-18.2614565203,1983
"other",-222.887944357566,-117.045168982972,-13.9320594673604,-105.445803512071,1983
"rough",-32.762095738217,102.877113879897,241.706930008814,72.0248334016477,1983
"urban",-147.592141042402,-35.294411239459,91.1949829453577,-35.8941692892313,1983
"woods",133.45442141214,237.172592025305,333.012657145628,248.62298873556,1983
"crops",155.283661286162,270.134739437451,389.866441341317,286.738760733513,1984
"grass",-601.749772360647,-472.648290554401,-351.758779402755,-489.341207356565,1984
"other",-102.324269930909,5.57520528509365,118.837495463199,1.4480898538655,1984
"rough",-313.855515690115,-205.057438217813,-98.0793792689445,-206.627536120639,1984
"urban",-22.5043261021693,82.6284848337914,201.990334263111,62.852001049181,1984
"woods",216.793913929244,313.235907632122,404.902276185581,344.929891840645,1984
"crops",161.368730046905,276.980744568935,395.782006606146,281.14991720792,1985
"grass",-659.418834261214,-544.371784390221,-422.668327727029,-554.429022017042,1985
"other",-95.4571357313547,13.0095037231236,132.176342928884,5.0340638552844,1985
"rough",-273.66482578614,-159.762828964614,-54.0343988765186,-132.778012195657,1985
"urban",-31.2226322566921,90.9584746084379,209.228929494095,102.752940679617,1985
"woods",216.173726710619,319.830425363383,413.364896813137,298.270112469877,1985
"crops",-39.8312360664096,81.608853549056,215.315527605694,111.584064776339,1986
"grass",-331.372157707455,-205.947756688834,-90.0246077722361,-204.646351820641,1986
"other",-102.921291486479,4.67720029250617,114.013877415958,-15.7258639441175,1986
"rough",-394.233737846044,-285.780832007788,-185.340540012052,-282.459741419264,1986
"urban",-31.0810205578111,90.9736726973637,196.096627543669,38.0045916651381,1986
"woods",225.373315067837,317.697254249605,421.486086929447,353.243300742545,1986
"crops",-19.4318299011504,99.3625497486347,210.254235915021,63.3274959382918,1987
"grass",-249.542957152514,-132.406284815601,-5.55066663129674,-154.903261807332,1987
"other",-127.394577648201,-7.81493739950686,100.125926373737,-11.1050492386821,1987
"rough",-424.502179878987,-303.288734311783,-194.548858485254,-280.783351301924,1987
"urban",-69.8377455487527,47.6543079461531,162.048955838046,106.369946808582,1987
"woods",217.154894107454,304.140917280759,403.907800489039,277.094219601065,1987
"crops",-83.488349241793,24.7304220192471,147.644493345889,23.3848734270343,1988
"grass",-282.126784253723,-161.440128107137,-44.494574896306,-172.328579709995,1988
"other",-92.0053590983548,12.5939441124562,114.467009186259,16.3503161160716,1988
"rough",-400.099957834554,-284.64141873554,-168.587067528433,-323.450204420658,1988
"urban",-27.7794446943536,75.8001096432376,182.854700112357,89.7985215326759,1988
"woods",239.492496819614,328.556441319788,427.07329920098,366.245073054871,1988
"crops",-393.915146507986,-270.465973067404,-165.111296433135,-267.130771688006,1989
"grass",-76.3451750096067,39.5394467453082,152.795716286597,7.88308545272389,1989
"other",-70.0341577027874,39.4390375794609,139.126963993969,52.3628013519394,1989
"rough",-374.216788413623,-267.160851064082,-161.174035507036,-201.628923446583,1989
"urban",-0.592228800526889,101.098362069119,216.261619465442,54.2731961882559,1989
"woods",265.522901782844,358.459440089964,450.709348286142,354.240612141669,1989
"crops",-276.115481500984,-170.183031473223,-71.0398414361523,-149.968716617243,1990
"grass",88.5083749698123,184.26256157606,298.917893106357,199.043178435943,1990
"other",-118.923293311573,-38.76491332427,48.2866376323855,-73.2352966144432,1990
"rough",-388.32261681858,-299.099899361136,-197.932040439522,-321.425310022409,1990
"urban",-54.8201486093878,30.7307394736551,128.43565639991,36.0131937570124,1990
"woods",191.645999427029,284.594884996815,385.119810289841,309.57295106114,1990
"crops",-215.598653806025,-107.799616462229,0.601509691907417,-122.392568637299,1991
"grass",-44.2543454813997,61.6981583213739,171.514866419071,92.5792020733968,1991
"other",-94.5052830987361,-18.4808695278971,56.561487085495,-37.0994676922157,1991
"rough",-301.091060369567,-208.558462147156,-115.568240806262,-216.764513174917,1991
"urban",-33.7648903827935,58.7149467234734,148.309149442047,98.1398971701755,1991
"woods",125.499325713816,216.90058728282,295.869616270743,185.537450260859,1991
"crops",102.977393873803,212.314447375054,325.9925648521,248.138378921626,1992
"grass",-379.679184117862,-269.294245393551,-164.128066704679,-307.632957667789,1992
"other",-114.783448255135,-23.5648376805693,61.1633193825522,-62.6709680674737,1992
"rough",-257.64956490826,-168.480574141401,-82.2681562137881,-152.987686534392,1992
"urban",-44.1445501028952,48.1824842889696,139.009713739378,86.5046320488789,1992
"woods",108.949271294803,199.585997216295,290.813097426904,188.64860129915,1992
"crops",-22.5796082070235,87.7567590404834,203.57236595427,146.721074563973,1993
"grass",-105.18638738298,-0.813756199097725,99.5543822770268,-1.20466552244511,1993
"other",-104.725581499655,-21.9921037214804,68.497507030536,3.24957244920958,1993
"rough",-403.926053053862,-305.001523887609,-212.530907598235,-327.564440123989,1993
"urban",-54.3454248885536,47.248384219902,133.197577414766,-36.7405092904344,1993
"woods",105.4214316176,194.326477170354,283.856791267643,215.538967923686,1993
"crops",-213.736225154963,-99.9511059694807,2.61630947245514,-124.22661148655,1994
"grass",-79.2214757553341,29.5741004985571,134.926662340282,72.1423108461283,1994
"other",-87.5489314781921,3.19818604213428,85.7838519447065,-20.5984740565372,1994
"rough",-320.893564622849,-230.363035659467,-140.236229980236,-263.072444788957,1994
"urban",-14.9104843767425,75.3097619297852,164.6124184351,84.4532686243388,1994
"woods",136.087933699676,226.37148203907,312.257083876402,251.301950861577,1994
"crops",-299.261789789298,-193.221560187296,-76.2359989689928,-174.031425237963,1995
"grass",-190.204193729362,-77.5883772756449,39.1468573181714,-114.83604017922,1995
"other",-44.6075319099444,45.1081480987441,134.408660272103,54.045876674611,1995
"rough",-227.502373493573,-135.950807214543,-35.8526602844846,-134.263447978677,1995
"urban",18.164008744415,120.870266778857,215.981141424151,139.10898232594,1995
"woods",150.147737452036,242.237816601082,334.117059653136,229.976054395309,1995
